4800				HORIZONTAL
4801				VERTICAL
4820			CORNERS
4820			STAIRS
4822				VERTICAL
4824				HORIZONTAL
4825			HATCH 
4825		CITADEL C
4825			WALLS
4830				HORIZONTAL
4840				HORIZONTAL SPECIAL
4842				VERTICAL
4849				VERTICAL SPECIAL
4851			EDGES
4851			DOORS
4852				HORIZONTAL
4853				VERTICAL
4854			OBJECTS
4879			CORNERS
4894		CITADEL NEW
4929		CITADEL ARENA
4929			DOORS
4931			HORIZONTAL
4948		CORALS
5056		MUSHROOMS
5071		TREES
5098		DECORATION
5106		HERBS
5144		FOOD AND DRINKS
5194		GEMS
5217		CITADEL DEMON LAIR
5219			DOORS
5219		RIFTRUNNER ITEMS
5223			Summoning dolls
5328			Weapons
5341			Quivers
5487			Armors
5531			Potions
5539		ALCHEMY
5540		TRAPS
5613		BOOKS AND SCROLLS
5617		DAMNED ONE LIGHTS
5625		DAMNED ONE STATUES
5645		RAANAAR STATUES
5646		BARRACKS GONG
5651		GEYSERS AND SMOKE
5692		RIFT RUNNER CITADEL BONE FURNITURE
5706		CITADEL ENTRANCE
5706		RIFT RUNNER ACADEMY
5712			RIFT RUNNER ACADEMY ENTRANCE
5712			RIFT RUNNER ACADEMY WALLS
5768				RIFT RUNNER ACADEMY HORIZONTAL WALLS
5816				RIFT RUNNER ACADEMY VERTICAL WALLS
5822			RIFT RUNNER ACADEMY DOORS
5826			RIFT RUNNER ACADEMY STAIRS
5853			RIFT RUNNER ACADEMY NEW WALLS
5855			RIFT RUNNER ACADEMY NEW WALLS DOORS
6027			RIFT RUNNER ACADEMY GENERAL OBJECTS
6076			RIFT RUNNER ACADEMY LIGHTS
6156		GORE
6220		Miscellaneous corpses
6220		RIFTRUNNER ACT 2 AND 3
6228			CHESTS AND KEYS
6274			SPECIALS
6279			RAANAAR GATE
6283			DUCKS
6293			CHAOS CRYSTALS
6314		ACT 3 SPECIALS
6326		CRYSTAL CUT
6332		CRYSTAL SPIRIT
6381		ROCKS
6423		DARK ROCKS
6453		ROCK FOREST
6485		ASH CLAW TREES
6497		ASH TREE SPIKE BALLS
6770		CRYSTAL ROCKS
6880		PLANTS
6892		IMP HOUSES EXTERIOR
6946		IMP HOUSES INTERIOR
6966		IMP HOUSE FURNITURE
6993		IMP TEXTILE
6997		IMP HOUSES HATCHES
6998		IMP HOUSE SPECIAL
7002		IMP ALCHEMY STUFF
7029		IMP GRAVES
7039		FROG BUCKETS
7052		LAVA CRACKS
7055		CAGE
7062		SPIDER COCOONS
7064		FIRE CAVE
7098		CAVE
7107		CAVE OBJECTS
7179		CAVE PLANTS
7228		CAVE ROCKS
7260		BLUE CAVE
7309		BLUE CAVE ROCKS
7310		RR CAVE ENTRANCE
7334		CRYSTAL CAVE
7380		RUINS
7382		RUINS ENTRANCES
7383		SPECIALS
7383		TEMPLE
7390			OUTSIDE WALL
7413		FENCE
7443		WALLS
7468		OBJECTS
7471		TEMPLE GRAVEYARD
7472		TEMPLE GATE
7474		TEMPLE STAIRS
7474		CRYPT
7574			CRYPT WALLS
7576				CRYPT DOORS
7580			CRYPT PILLARS
7582			CRYPT STAIRS
7582		SPECIALS
7585			GOLD ISLAND
7591		TELEPORTER ISLAND
7592		Broken teleporter gem
7593		Battlefield teleporter
7594		Battlefield teleporter key
7597		Meteorite
7599		CAVE ENTRANCES
7607		CRAZY BRONTHION'S DOUBLES
7645		BATTLEFIELD QUEST OBJECTS
