startdef metaobject NATURE coin_01
enddef metaobject

startdef metaobject NATURE heavy_chain_gloves
group gloves
object 6504 0 0 0
count 93
enddef metaobject

startdef metaobject NATURE chain_gloves
group gloves
object 6505 0 0 0
count 94
enddef metaobject

startdef metaobject NATURE simple_chain_gloves
group gloves
object 6506 0 0 0
count 95
enddef metaobject

startdef metaobject NATURE magic_leather_gloves
group gloves
object 6507 0 0 0
count 96
enddef metaobject

startdef metaobject NATURE heavy_leather_gloves
group gloves
object 6508 0 0 0
count 97
enddef metaobject

startdef metaobject NATURE leather_gloves
group gloves
object 6509 0 0 0
count 98
enddef metaobject

startdef metaobject NATURE
group shoes
object 6845 0 0 0
count 99
enddef metaobject

startdef metaobject NATURE
group shoes
object 6846 0 0 0
count 100
enddef metaobject

startdef metaobject NATURE
group shoes
object 6847 0 0 0
count 101
enddef metaobject

startdef metaobject NATURE
group shoes
object 6848 0 0 0
count 102
enddef metaobject

startdef metaobject NATURE
group shoes
object 6849 0 0 0
count 103
enddef metaobject

startdef metaobject NATURE
group shoes
object 6850 0 0 0
count 104
enddef metaobject

startdef metaobject NATURE
group shoes
object 6851 0 0 0
count 105
enddef metaobject

startdef metaobject NATURE
group shoes
object 6852 0 0 0
count 106
enddef metaobject

startdef metaobject NATURE shield01
group shields
object 220 0 0 0
count 107
enddef metaobject

startdef metaobject NATURE shield02
group shields
object 229 0 0 0
count 108
enddef metaobject

startdef metaobject NATURE shield03
group shields
object 254 0 0 0
count 109
enddef metaobject

startdef metaobject NATURE shield04
group shields
object 255 0 0 0
count 110
enddef metaobject

startdef metaobject NATURE shield05
group shields
object 269 0 0 0
count 111
enddef metaobject

startdef metaobject NATURE shield06
group shields
object 270 0 0 0
count 112
enddef metaobject

startdef metaobject NATURE shield07
group shields
object 274 0 0 0
count 113
enddef metaobject

startdef metaobject NATURE shield08
group shields
object 275 0 0 0
count 114
enddef metaobject

startdef metaobject NATURE shield09
group shields
object 281 0 0 0
count 115
enddef metaobject

startdef metaobject NATURE shield10
group shields
object 288 0 0 0
count 116
enddef metaobject

startdef metaobject NATURE
group charms
object 6793 0 0 0
count 117
enddef metaobject

startdef metaobject NATURE
group charms
object 6794 0 0 0
count 118
enddef metaobject

startdef metaobject NATURE
group charms
object 6795 0 0 0
count 119
enddef metaobject

startdef metaobject NATURE
group charms
object 6796 0 0 0
count 120
enddef metaobject

startdef metaobject NATURE
group charms
object 6797 0 0 0
count 121
enddef metaobject

startdef metaobject NATURE
group charms
object 6798 0 0 0
count 122
enddef metaobject

startdef metaobject NATURE
group charms
object 6799 0 0 0
count 123
enddef metaobject

startdef metaobject NATURE
group charms
object 6800 0 0 0
count 124
enddef metaobject

startdef metaobject NATURE
group charms
object 6801 0 0 0
count 125
enddef metaobject

startdef metaobject NATURE
group charms
object 6802 0 0 0
count 126
enddef metaobject

startdef metaobject NATURE
group charms
object 6803 0 0 0
count 127
enddef metaobject

startdef metaobject NATURE
group charms
object 6804 0 0 0
count 128
enddef metaobject

startdef metaobject NATURE
group charms
object 6805 0 0 0
count 129
enddef metaobject

startdef metaobject NATURE
group charms
object 6806 0 0 0
count 130
enddef metaobject

startdef metaobject NATURE
group charms
object 6807 0 0 0
count 131
enddef metaobject

startdef metaobject NATURE
group charms
object 6808 0 0 0
count 132
enddef metaobject

startdef metaobject NATURE
group charms
object 6809 0 0 0
count 133
enddef metaobject

startdef metaobject NATURE
group charms
object 6810 0 0 0
count 134
enddef metaobject

startdef metaobject NATURE
group charms
object 6811 0 0 0
count 135
enddef metaobject

startdef metaobject NATURE
group charms
object 6812 0 0 0
count 136
enddef metaobject

startdef metaobject NATURE
group charms
object 6813 0 0 0
count 137
enddef metaobject

startdef metaobject NATURE
group charms
object 6814 0 0 0
count 138
enddef metaobject

startdef metaobject NATURE
group charms
object 6815 0 0 0
count 139
enddef metaobject

startdef metaobject NATURE
group charms
object 6816 0 0 0
count 140
enddef metaobject

startdef metaobject NATURE
group charms
object 6817 0 0 0
count 141
enddef metaobject

startdef metaobject NATURE
group charms
object 6818 0 0 0
count 142
enddef metaobject

startdef metaobject NATURE
group charms
object 6819 0 0 0
count 143
enddef metaobject

startdef metaobject NATURE
group charms
object 6820 0 0 0
count 144
enddef metaobject

startdef metaobject NATURE
group charms
object 6821 0 0 0
count 145
enddef metaobject

startdef metaobject NATURE
group charms
object 6822 0 0 0
count 146
enddef metaobject

startdef metaobject NATURE
group charms
object 6823 0 0 0
count 147
enddef metaobject

startdef metaobject NATURE
group charms
object 6824 0 0 0
count 148
enddef metaobject

startdef metaobject NATURE
group charms
object 6825 0 0 0
count 149
enddef metaobject

startdef metaobject NATURE
group charms
object 6826 0 0 0
count 150
enddef metaobject

startdef metaobject NATURE
group charms
object 6827 0 0 0
count 151
enddef metaobject

startdef metaobject NATURE
group charms
object 6828 0 0 0
count 152
enddef metaobject

startdef metaobject NATURE
group charms
object 6829 0 0 0
count 153
enddef metaobject

startdef metaobject NATURE
group charms
object 6830 0 0 0
count 154
enddef metaobject

startdef metaobject NATURE
group charms
object 6831 0 0 0
count 155
enddef metaobject

startdef metaobject NATURE
group charms
object 6832 0 0 0
count 156
enddef metaobject

startdef metaobject NATURE
group charms
object 6833 0 0 0
count 157
enddef metaobject

startdef metaobject NATURE
group charms
object 6834 0 0 0
count 158
enddef metaobject

startdef metaobject NATURE
group charms
object 6835 0 0 0
count 159
enddef metaobject

startdef metaobject NATURE
group charms
object 6836 0 0 0
count 160
enddef metaobject

startdef metaobject NATURE
group charms
object 6837 0 0 0
count 161
enddef metaobject

startdef metaobject NATURE
group charms
object 6838 0 0 0
count 162
enddef metaobject

startdef metaobject NATURE
group charms
object 6839 0 0 0
count 163
enddef metaobject

startdef metaobject NATURE
group charms
object 6840 0 0 0
count 164
enddef metaobject

startdef metaobject NATURE
group charms
object 6841 0 0 0
count 165
enddef metaobject

startdef metaobject NATURE
group charms
object 6842 0 0 0
count 166
enddef metaobject

startdef metaobject NATURE weapon01
group weapons
object 219 0 0 0
count 167
enddef metaobject

startdef metaobject NATURE weapon02
group weapons
object 221 0 0 0
count 168
enddef metaobject

startdef metaobject NATURE weapon03
group weapons
object 222 0 0 0
count 169
enddef metaobject

startdef metaobject NATURE weapon04
group weapons
object 231 0 0 0
count 170
enddef metaobject

startdef metaobject NATURE weapon16
group weapons
object 251 0 0 0
count 171
enddef metaobject

startdef metaobject NATURE weapon05
group weapons
object 234 0 0 0
count 172
enddef metaobject

startdef metaobject NATURE weapon25
group weapons
object 262 0 0 0
count 173
enddef metaobject

startdef metaobject NATURE weapon06
group weapons
object 236 0 0 0
count 174
enddef metaobject

startdef metaobject NATURE weapon07
group weapons
object 237 0 0 0
count 175
enddef metaobject

startdef metaobject NATURE weapon08
group weapons
object 238 0 0 0
count 176
enddef metaobject

startdef metaobject NATURE weapon09
group weapons
object 239 0 0 0
count 177
enddef metaobject

startdef metaobject NATURE weapon10
group weapons
object 240 0 0 0
count 178
enddef metaobject

startdef metaobject NATURE weapon11
group weapons
object 241 0 0 0
count 179
enddef metaobject

startdef metaobject NATURE weapon12
group weapons
object 246 0 0 0
count 180
enddef metaobject

startdef metaobject NATURE weapon13
group weapons
object 247 0 0 0
count 181
enddef metaobject

startdef metaobject NATURE weapon14
group weapons
object 248 0 0 0
count 182
enddef metaobject

startdef metaobject NATURE weapon15
group weapons
object 249 0 0 0
count 183
enddef metaobject

startdef metaobject NATURE weapon17
group weapons
object 252 0 0 0
count 184
enddef metaobject

startdef metaobject NATURE weapon18
group weapons
object 253 0 0 0
count 185
enddef metaobject

startdef metaobject NATURE weapon19
group weapons
object 256 0 0 0
count 186
enddef metaobject

startdef metaobject NATURE weapon20
group weapons
object 257 0 0 0
count 187
enddef metaobject

startdef metaobject NATURE weapon21
group weapons
object 258 0 0 0
count 188
enddef metaobject

startdef metaobject NATURE weapon22
group weapons
object 259 0 0 0
count 189
enddef metaobject

startdef metaobject NATURE weapon23
group weapons
object 260 0 0 0
count 190
enddef metaobject

startdef metaobject NATURE weapon24
group weapons
object 261 0 0 0
count 191
enddef metaobject

startdef metaobject NATURE weapon26
group weapons
object 263 0 0 0
count 192
enddef metaobject

startdef metaobject NATURE weapon27
group weapons
object 264 0 0 0
count 193
enddef metaobject

startdef metaobject NATURE weapon28
group weapons
object 265 0 0 0
count 194
enddef metaobject

startdef metaobject NATURE weapon29
group weapons
object 266 0 0 0
count 195
enddef metaobject

startdef metaobject NATURE weapon30
group weapons
object 267 0 0 0
count 196
enddef metaobject

startdef metaobject NATURE weapon32
group weapons
object 271 0 0 0
count 197
enddef metaobject

startdef metaobject NATURE weapon33
group weapons
object 272 0 0 0
count 198
enddef metaobject

startdef metaobject NATURE weapon34
group weapons
object 273 0 0 0
count 199
enddef metaobject

startdef metaobject NATURE weapon35
group weapons
object 276 0 0 0
count 200
enddef metaobject

startdef metaobject NATURE weapon36
group weapons
object 277 0 0 0
count 201
enddef metaobject

startdef metaobject NATURE weapon37
group weapons
object 278 0 0 0
count 202
enddef metaobject

startdef metaobject NATURE weapon38
group weapons
object 279 0 0 0
count 203
enddef metaobject

startdef metaobject NATURE weapon39
group weapons
object 280 0 0 0
count 204
enddef metaobject

startdef metaobject NATURE weapon40
group weapons
object 282 0 0 0
count 205
enddef metaobject

startdef metaobject NATURE weapon41
group weapons
object 283 0 0 0
count 206
enddef metaobject

startdef metaobject NATURE weapon42
group weapons
object 284 0 0 0
count 207
enddef metaobject

startdef metaobject NATURE weapon43
group weapons
object 285 0 0 0
count 208
enddef metaobject

startdef metaobject NATURE weapon31
group weapons
object 268 0 0 0
count 209
enddef metaobject

startdef metaobject NATURE weapon44
group weapons
object 286 0 0 0
count 210
enddef metaobject

startdef metaobject NATURE weapon45
group weapons
object 287 0 0 0
count 211
enddef metaobject

startdef metaobject NATURE
group quest_items
object 7043 0 0 0
count 212
enddef metaobject

startdef metaobject NATURE
group quest_items
object 7110 0 0 0
count 213
enddef metaobject

startdef metaobject NATURE
group quest_items
object 2958 0 0 0
count 214
enddef metaobject

startdef metaobject NATURE
group quest_items
object 2959 0 0 0
count 215
enddef metaobject

startdef metaobject NATURE
group quest_items
object 2960 0 0 0
count 216
enddef metaobject

startdef metaobject NATURE
group quest_items
object 2961 0 0 0
count 217
enddef metaobject

startdef metaobject NATURE
group quest_items
object 2962 0 0 0
count 218
enddef metaobject

startdef metaobject NATURE
group quest_items
object 3319 0 0 0
count 219
enddef metaobject

startdef metaobject NATURE
group quest_items
object 4854 0 0 0
count 220
enddef metaobject

startdef metaobject NATURE
group quest_items
object 4855 0 0 0
count 221
enddef metaobject

startdef metaobject NATURE
group quest_items
object 4856 0 0 0
count 222
enddef metaobject

startdef metaobject NATURE
group quest_items
object 4857 0 0 0
count 223
enddef metaobject

startdef metaobject NATURE
group quest_items
object 4858 0 0 0
count 224
enddef metaobject

startdef metaobject NATURE
group quest_items
object 4859 0 0 0
count 225
enddef metaobject

startdef metaobject NATURE
group quest_items
object 5061 0 0 0
count 226
enddef metaobject

startdef metaobject NATURE
group quest_items
object 5062 0 0 0
count 227
enddef metaobject

startdef metaobject NATURE
group quest_items
object 5070 0 0 0
count 228
enddef metaobject

startdef metaobject NATURE
group quest_items
object 5071 0 0 0
count 229
enddef metaobject

startdef metaobject NATURE
group quest_items
object 5072 0 0 0
count 230
enddef metaobject

startdef metaobject NATURE
group quest_items
object 5063 0 0 0
count 231
enddef metaobject

startdef metaobject NATURE
group quest_items
object 5073 0 0 0
count 232
enddef metaobject

startdef metaobject NATURE
group quest_items
object 5074 0 0 0
count 233
enddef metaobject

startdef metaobject NATURE
group quest_items
object 5075 0 0 0
count 234
enddef metaobject

startdef metaobject NATURE
group quest_items
object 5076 0 0 0
count 235
enddef metaobject

startdef metaobject NATURE
group quest_items
object 5077 0 0 0
count 236
enddef metaobject

startdef metaobject NATURE
group quest_items
object 5078 0 0 0
count 237
enddef metaobject

startdef metaobject NATURE
group quest_items
object 5079 0 0 0
count 238
enddef metaobject

startdef metaobject NATURE
group quest_items
object 5080 0 0 0
count 239
enddef metaobject

startdef metaobject NATURE
group quest_items
object 5081 0 0 0
count 240
enddef metaobject

startdef metaobject NATURE
group quest_items
object 5082 0 0 0
count 241
enddef metaobject

startdef metaobject NATURE
group quest_items
object 6525 0 0 0
count 242
enddef metaobject

startdef metaobject NATURE
group quest_items
object 6526 0 0 0
count 243
enddef metaobject

startdef metaobject NATURE
group quest_items
object 6527 0 0 0
count 244
enddef metaobject

startdef metaobject NATURE
group quest_items
object 6528 0 0 0
count 245
enddef metaobject

startdef metaobject NATURE
group quest_items
object 5296 0 0 0
count 246
enddef metaobject

startdef metaobject NATURE
group quest_items
object 5297 0 0 0
count 247
enddef metaobject

startdef metaobject NATURE
group quest_items
object 5298 0 0 0
count 248
enddef metaobject

startdef metaobject NATURE
group quest_items
object 6147 0 0 0
count 249
enddef metaobject

startdef metaobject NATURE
group quest_items
object 6148 0 0 0
count 250
enddef metaobject

startdef metaobject NATURE mirror
group quest_items
object 973 0 0 0
count 251
enddef metaobject

startdef metaobject NATURE orb
group quest_items
object 641 0 0 0
count 252
enddef metaobject

startdef metaobject NATURE backpack
group quest_items
object 628 0 0 0
count 253
enddef metaobject

startdef metaobject NATURE Nobleman_Amulet
group quest_items
object 6289 0 0 0
count 254
enddef metaobject

startdef metaobject NATURE Nobleman_Armor
group quest_items
object 6290 0 0 0
count 255
enddef metaobject

startdef metaobject NATURE Nobleman_Big_Dagger
group quest_items
object 6291 0 0 0
count 256
enddef metaobject

startdef metaobject NATURE Nobleman_Small_Dagger
group quest_items
object 6292 0 0 0
count 257
enddef metaobject

startdef metaobject NATURE Nobleman_Sword
group quest_items
object 6293 0 0 0
count 258
enddef metaobject

startdef metaobject NATURE dissection_tool
group quest_items
object 6336 0 0 0
count 259
enddef metaobject

startdef metaobject NATURE hellbane
group quest_items
object 6337 0 0 0
count 260
enddef metaobject

startdef metaobject NATURE orangebarbaric_sword
group quest_items
object 6338 0 0 0
count 261
enddef metaobject

startdef metaobject NATURE redbarbaric_sword
group quest_items
object 6339 0 0 0
count 262
enddef metaobject

startdef metaobject NATURE Golden_Grail
group quest_items
object 6354 0 0 0
count 263
enddef metaobject

startdef metaobject NATURE Golden_Grail
group quest_items
object 6423 0 0 0
count 264
enddef metaobject

startdef metaobject NATURE Golden_Grail
group quest_items
object 6424 0 0 0
count 265
enddef metaobject

startdef metaobject NATURE Golden_Grail
group quest_items
object 6425 0 0 0
count 266
enddef metaobject

startdef metaobject NATURE Golden_Grail
group quest_items
object 6426 0 0 0
count 267
enddef metaobject

startdef metaobject NATURE Golden_Grail
group quest_items
object 6427 0 0 0
count 268
enddef metaobject

startdef metaobject NATURE Golden_Grail
group quest_items
object 6428 0 0 0
count 269
enddef metaobject

startdef metaobject NATURE Golden_Grail
group quest_items
object 6429 0 0 0
count 270
enddef metaobject

startdef metaobject NATURE Golden_Grail
group quest_items
object 6430 0 0 0
count 271
enddef metaobject

startdef metaobject NATURE Golden_Grail
group quest_items
object 6431 0 0 0
count 272
enddef metaobject

startdef metaobject NATURE Golden_Grail
group quest_items
object 6432 0 0 0
count 273
enddef metaobject

startdef metaobject NATURE Golden_Grail
group quest_items
object 6433 0 0 0
count 274
enddef metaobject

startdef metaobject NATURE Golden_Grail
group quest_items
object 6434 0 0 0
count 275
enddef metaobject

startdef metaobject NATURE Golden_Grail
group quest_items
object 6435 0 0 0
count 276
enddef metaobject

startdef metaobject NATURE Golden_Grail
group quest_items
object 6436 0 0 0
count 277
enddef metaobject

startdef metaobject NATURE Golden_Grail
group quest_items
object 6437 0 0 0
count 278
enddef metaobject

startdef metaobject NATURE Golden_Grail
group quest_items
object 6438 0 0 0
count 279
enddef metaobject

startdef metaobject NATURE Golden_Grail
group quest_items
object 6439 0 0 0
count 280
enddef metaobject

startdef metaobject NATURE Golden_Grail
group quest_items
object 6440 0 0 0
count 281
enddef metaobject

startdef metaobject NATURE Golden_Grail
group quest_items
object 6441 0 0 0
count 282
enddef metaobject

startdef metaobject NATURE
group quest_items
object 6529 0 0 0
count 283
enddef metaobject

startdef metaobject NATURE
group quest_items
object 6530 0 0 0
count 284
enddef metaobject

startdef metaobject NATURE
group helmets
object 6779 0 0 0
count 285
enddef metaobject

startdef metaobject NATURE
group helmets
object 6780 0 0 0
count 286
enddef metaobject

startdef metaobject NATURE
group helmets
object 6781 0 0 0
count 287
enddef metaobject

startdef metaobject NATURE
group helmets
object 6782 0 0 0
count 288
enddef metaobject

startdef metaobject NATURE
group helmets
object 6783 0 0 0
count 289
enddef metaobject

startdef metaobject NATURE
group helmets
object 6784 0 0 0
count 290
enddef metaobject

startdef metaobject NATURE
group helmets
object 6948 0 0 0
count 291
enddef metaobject

startdef metaobject NATURE
group helmets
object 6949 0 0 0
count 292
enddef metaobject

startdef metaobject NATURE
group helmets
object 6950 0 0 0
count 293
enddef metaobject

startdef metaobject NATURE
group helmets
object 6951 0 0 0
count 294
enddef metaobject

startdef metaobject NATURE
group armors
object 6335 0 0 0
count 295
enddef metaobject

startdef metaobject NATURE
group armors
object 6757 0 0 0
count 296
enddef metaobject

startdef metaobject NATURE
group armors
object 6758 0 0 0
count 297
enddef metaobject

startdef metaobject NATURE
group armors
object 6759 0 0 0
count 298
enddef metaobject

startdef metaobject NATURE
group armors
object 6760 0 0 0
count 299
enddef metaobject

startdef metaobject NATURE
group armors
object 6761 0 0 0
count 300
enddef metaobject

startdef metaobject NATURE
group armors
object 6762 0 0 0
count 301
enddef metaobject

startdef metaobject NATURE
group armors
object 6940 0 0 0
count 302
enddef metaobject

startdef metaobject NATURE
group armors
object 6941 0 0 0
count 303
enddef metaobject

startdef metaobject NATURE
group armors
object 6942 0 0 0
count 304
enddef metaobject

startdef metaobject NATURE
group armors
object 6943 0 0 0
count 305
enddef metaobject

startdef metaobject NATURE
group armors
object 6944 0 0 0
count 306
enddef metaobject

startdef metaobject NATURE
group armors
object 6945 0 0 0
count 307
enddef metaobject

startdef metaobject NATURE
group armors
object 6946 0 0 0
count 308
enddef metaobject

startdef metaobject NATURE
group armors
object 6947 0 0 0
count 309
enddef metaobject

startdef metaobject NATURE
group armors
object 6763 0 0 0
count 310
enddef metaobject

startdef metaobject NATURE
group armors
object 6927 0 0 0
count 311
enddef metaobject

startdef metaobject NATURE
group armors
object 6928 0 0 0
count 312
enddef metaobject

startdef metaobject NATURE
group armors
object 6929 0 0 0
count 313
enddef metaobject

startdef metaobject NATURE
group armors
object 6930 0 0 0
count 314
enddef metaobject

startdef metaobject NATURE
group armors
object 6931 0 0 0
count 315
enddef metaobject

startdef metaobject NATURE
group armors
object 6932 0 0 0
count 316
enddef metaobject

startdef metaobject NATURE
group armors
object 6933 0 0 0
count 317
enddef metaobject

startdef metaobject NATURE
group armors
object 6934 0 0 0
count 318
enddef metaobject

startdef metaobject NATURE
group armors
object 6764 0 0 0
count 319
enddef metaobject

startdef metaobject NATURE
group armors
object 6935 0 0 0
count 320
enddef metaobject

startdef metaobject NATURE
group armors
object 6936 0 0 0
count 321
enddef metaobject

startdef metaobject NATURE
group armors
object 6937 0 0 0
count 322
enddef metaobject

startdef metaobject NATURE
group armors
object 6938 0 0 0
count 323
enddef metaobject

startdef metaobject NATURE
group armors
object 6939 0 0 0
count 324
enddef metaobject

startdef metaobject NATURE
group armors
object 6765 0 0 0
count 325
enddef metaobject

startdef metaobject NATURE
group armors
object 6766 0 0 0
count 326
enddef metaobject

startdef metaobject NATURE
