<UNKNOWN>|158|215|54|192|0|0|0
<UNKNOWN>|183|172|111|163|0|0|0
<UNKNOWN>|183|198|111|189|0|0|0
Rocks|239|160|128|161|0|0|0
Stalactite|197|223|100|195|0|0|0
Rocks 122|220|155|115|154|0|0|0
Broken Pilar|65|45|29|43|0|0|0
Rocks|105|71|46|69|0|0|0
Broken Pilar|76|75|37|69|0|0|0
Broken Pilar|54|57|27|46|0|0|0
Broken Pilar|66|69|32|67|0|0|0
Broken Pilar|74|98|32|81|0|0|0
Wooden chair|46|70|21|67|0|0|0
Explosives|23|33|10|29|0|0|0
Wooden chair|37|60|17|55|0|0|0
Wooden chair|42|64|21|59|0|0|0
Wooden chair|45|68|21|63|0|0|0
Wooden chair|41|67|18|62|0|0|0
Wooden chair|37|67|17|62|0|0|0
Wooden chair|41|67|19|62|0|0|0
Wooden chair|45|74|20|69|0|0|0
Wooden shelfs|55|151|26|137|0|0|0
Barrel|57|79|28|71|0|0|0
Wooden chair|37|60|17|55|0|0|0
Wooden chair|41|67|18|63|0|0|0
Wooden chair|44|68|21|62|0|0|0
Wooden shelfs|74|139|36|131|0|0|0
Wooden cupboard|104|168|42|147|0|0|0
Wooden chair|37|67|17|62|0|0|0
Wooden cupboard|100|168|42|147|0|0|0
Wooden chair|41|67|19|62|0|0|0
Wooden cupboard|88|168|42|147|0|0|0
Wooden chair|42|56|19|51|0|0|0
Wooden cupboard|153|145|85|135|0|0|0
Wooden cupboard|124|145|61|135|0|0|0
Wooden chair|41|68|18|63|0|0|0
Wooden cupboard|124|145|61|135|0|0|0
Wooden shelfs|66|143|31|133|0|0|0
Wooden chair|44|69|19|63|0|0|0
Tree|215|341|105|319|0|0|0
Tree|256|342|114|327|0|0|0
Rock wall|137|216|49|200|0|0|0
Tree|246|350|124|337|0|0|0
Tree|246|326|119|312|0|0|0
T6762|225|321|110|305|0|0|0
Spellbook|35|27|16|18|0|0|0
Spellbook|35|27|16|18|0|0|0
Spellbook|35|28|16|18|0|0|0
Spellbook|35|27|16|18|0|0|0
Spellbook|35|28|16|19|0|0|0
Spellbook|35|28|16|19|0|0|0
Spellbook|35|27|16|18|0|0|0
Spellbook|35|27|16|18|0|0|0
Spellscroll|28|23|11|14|0|0|0
scroll|28|23|11|14|0|0|0
scroll|28|23|11|14|0|0|0
Spellbook|35|28|16|19|0|0|0
Spellbook|35|27|16|18|0|0|0
Spellbook|35|28|16|19|0|0|0
Chest|39|37|19|29|0|0|0
Chest|50|48|23|36|0|0|0
Chest|46|39|22|31|0|0|0
Chest|72|46|34|40|0|0|0
Chest|73|59|34|52|0|0|0
Chest|74|74|35|66|0|0|0
Chest|52|52|23|45|0|0|0
Chest|54|67|25|60|0|0|0
Chest|58|77|29|69|0|0|0
Chest|66|48|32|40|0|0|0
Chest|66|61|32|53|0|0|0
Chest|67|65|33|57|0|0|0
Chest|46|46|21|38|0|0|0
Chest|47|56|22|48|0|0|0
Chest|50|67|22|59|0|0|0
Chest|40|49|19|42|0|0|0
Chest|42|58|21|51|0|0|0
Chest|48|64|28|57|0|0|0
Chest|50|60|24|47|0|0|0
Chest 195|54|70|26|59|0|0|0
Chest 196|60|75|32|64|0|0|0
Plant 197|56|41|27|30|0|0|0
Plant 198|62|43|29|32|0|0|0
Plant 199|71|43|33|32|0|0|0
Plant 200|84|47|39|31|0|0|0
Plant 201|91|61|44|37|0|0|0
Plant 202|41|26|18|18|0|0|0
Plant 203|52|31|23|22|0|0|0
Plant 204|61|69|28|54|0|0|0
Plant|62|58|29|42|0|0|0
Plant 206|28|47|13|38|0|0|0
Plant 207|33|42|14|31|0|0|0
Small bush|86|65|43|39|0|0|0
Small bush|76|58|33|38|0|0|0
Herbs|38|33|18|23|0|0|0
Herbsrbsla|38|33|17|23|0|0|0
Herbs Herbs|38|33|18|23|0|0|0
Herbss13|38|33|18|23|0|0|0
Flowers14|27|25|12|18|0|0|0
Flowers15|28|28|13|19|0|0|0
Flowers16|30|28|14|19|0|0|0
Flowers17|49|33|21|25|0|0|0
Flowers|52|37|25|27|0|0|0
Two-Handed Swor|88|18|42|14|0|0|0
Wooden Shield|40|28|18|22|0|0|0
Maul|56|26|27|17|0|0|0
Staff|90|15|43|12|0|0|0
Light Plate Mai|58|39|28|30|0|0|0
Light Plate Mai|57|40|27|30|0|0|0
Ring Mail|58|45|28|31|0|0|0
Scale Mail|67|45|33|32|0|0|0
Leather Legging|42|32|19|24|0|0|0
Chain Leggings|42|33|18|25|0|0|0
Buckler|40|25|18|19|0|0|0
Hard Leather Ar|56|39|27|29|0|0|0
Short Bow|19|35|9|33|0|0|0
Chain Mail|62|42|31|31|0|0|0
Plate Leggings|46|28|21|22|0|0|0
Elven Bow|37|51|16|41|0|0|0
Plate Leggings|43|30|20|22|0|0|0
Hammer|57|24|28|17|0|0|0
Dirk|17|13|7|11|0|0|0
Arrow|53|4|26|5|0|0|0
Giant Sword|92|18|43|14|0|0|0
Woodcutter's Ax|56|22|27|16|0|0|0
Scepter|53|20|25|14|0|0|0
Plate Helmet|18|23|8|20|0|0|0
Closed Helmet|22|29|9|23|0|0|0
Leather Helmet|19|25|8|22|0|0|0
Leather Armor|59|43|29|30|0|0|0
Two-Handed Hamm|59|18|29|14|0|0|0
Blade|97|13|46|11|0|0|0
Dagger|18|14|9|10|0|0|0
Chair Leg|28|29|12|23|0|0|0
Robe|52|42|26|32|0|0|0
Long Bow|62|46|29|29|0|0|0
Double Axe|37|14|18|11|0|0|0
Sabre|49|27|24|18|0|0|0
Small Shield|53|33|26|24|0|0|0
Metal Shield|48|29|23|23|0|0|0
Spea|91|8|42|7|0|0|0
DeathKnight Swo|59|16|30|12|0|0|0
Morning Star|56|23|28|16|0|0|0
Dwarven Axe|27|15|12|11|0|0|0
Knife|20|16|9|12|0|0|0
Pike|95|4|46|6|0|0|0
Hunting Bow|34|58|16|54|0|0|0
Bardiche|92|11|43|10|0|0|0
Club|47|25|23|18|0|0|0
Hand Axe|28|14|13|11|0|0|0
Scimitar|51|26|24|18|0|0|0
Hooked Spear|97|11|44|7|0|0|0
Crossbow|37|35|18|27|0|0|0
Large Shield|67|42|33|30|0|0|0
Large Shield|67|42|33|31|0|0|0
Mace|53|14|25|13|0|0|0
Long Sword|49|26|24|18|0|0|0
Battle Axe|50|15|24|12|0|0|0
Metal Shield|41|26|18|21|0|0|0
Metal Shield|42|28|19|22|0|0|0
Bat|45|21|21|15|0|0|0
Scythe|92|27|42|19|0|0|0
Lance|95|10|44|9|0|0|0
Short Sword|45|11|20|9|0|0|0
Long Dagger|22|22|9|15|0|0|0
Magic shield|59|40|29|32|0|0|0
Cutlass|64|20|30|15|0|0|0
Slicing Axe|39|20|16|14|0|0|0
Halberd|93|15|42|12|0|0|0
Light Crossbow|41|30|20|24|0|0|0
Warhammer|59|34|29|22|0|0|0
Partisan|87|9|37|7|0|0|0
Tower Shield|64|41|31|31|0|0|0
Boulder|54|47|25|33|0|0|0
Boulder|35|36|16|24|0|0|0
Rock|33|36|14|25|0|0|0
Rock|28|18|14|12|0|0|0
Boulder|56|35|26|22|0|0|0
Rock|21|14|10|9|0|0|0
Rock|28|23|12|16|0|0|0
Boulder|74|67|39|43|0|0|0
Boulder|57|47|27|30|0|0|0
Boulder|35|27|17|18|0|0|0
Boulder|56|50|28|33|0|0|0
Boulder|101|90|49|54|0|0|0
Boulder|107|68|46|43|0|0|0
Boulder|70|54|33|34|0|0|0
Boulder|64|53|27|34|0|0|0
Rock|26|20|13|14|0|0|0
Boulder|53|47|25|31|0|0|0
Boulder|88|68|40|42|0|0|0
Boulder|89|68|41|42|0|0|0
Boulder|88|66|39|40|0|0|0
Boulder|80|61|38|39|0|0|0
Boulder|72|57|34|36|0|0|0
Torch|32|64|14|53|0|0|0
Torch 312|32|62|14|51|0|0|0
Torch 313|32|62|14|51|0|0|0
Torch 314|32|61|14|50|0|0|0
Torch 315|32|64|14|53|0|0|0
Torch 316|32|63|14|52|0|0|0
Torch 317|32|61|14|50|0|0|0
Torch 318|32|63|14|52|0|0|0
Torch 319|32|62|14|51|0|0|0
Torch 320|32|63|14|52|0|0|0
Torch|32|52|14|41|0|0|0
Torch|26|65|15|50|0|0|0
Torch 323|26|63|15|48|0|0|0
Torch 324|26|62|15|47|0|0|0
Torch 325|26|62|15|47|0|0|0
Torch 326|26|64|15|49|0|0|0
Torch 327|27|63|15|48|0|0|0
Torch 328|27|63|15|48|0|0|0
Torch 329|27|63|15|48|0|0|0
Torch 330|26|62|15|47|0|0|0
Torch 331|27|62|15|47|0|0|0
Torch 332|28|50|15|36|0|0|0
Wooden door|65|110|37|109|0|0|0
Wooden door|24|138|26|131|0|0|0
Wooden door|31|141|12|126|0|0|0
Dead tree|127|179|65|172|0|0|0
Dead tree|107|248|62|241|0|0|0
Dead tree|134|255|70|248|0|0|0
House wall|71|44|34|39|0|0|0
House wall|148|164|73|160|0|0|0
Window|134|164|66|160|0|0|0
House wall|134|164|66|160|0|0|0
House wall|134|164|66|160|0|0|0
House wall|134|164|66|160|0|0|0
House wall|70|163|34|159|0|0|0
House wall|70|163|34|159|0|0|0
Window|134|164|66|160|0|0|0
House wall|71|45|34|40|0|0|0
House wall|21|164|9|160|0|0|0
Window|134|164|66|160|0|0|0
House wall|134|164|66|160|0|0|0
House wall|134|164|66|160|0|0|0
House wall|70|164|34|160|0|0|0
House wall|70|164|34|160|0|0|0
Window|134|164|66|160|0|0|0
House wall|134|164|66|160|0|0|0
House wall|134|164|66|160|0|0|0
Window|79|220|38|187|0|0|0
House wall|79|220|38|187|0|0|0
Window|79|220|38|187|0|0|0
House wall|79|220|38|187|0|0|0
House wall|79|220|38|187|0|0|0
House wall|79|220|38|187|0|0|0
Window|79|221|38|188|0|0|0
House wall|79|221|38|188|0|0|0
Window|79|221|38|188|0|0|0
House wall|41|183|19|170|0|0|0
House wall|79|221|38|188|0|0|0
House wall|79|221|38|188|0|0|0
House wall|79|221|38|188|0|0|0
House wall|48|66|23|49|0|0|0
House wall|47|189|22|172|0|0|0
House wall|47|189|22|172|0|0|0
Window|79|220|38|187|0|0|0
House wall|79|220|38|187|0|0|0
Window|79|220|38|187|0|0|0
House wall|41|182|19|169|0|0|0
House wall|79|220|38|187|0|0|0
House wall|79|220|38|187|0|0|0
House wall|79|220|38|187|0|0|0
House wall|48|66|23|49|0|0|0
House wall|47|188|22|171|0|0|0
House wall|47|188|22|171|0|0|0
House wall|148|164|73|160|0|0|0
Window|134|164|66|160|0|0|0
House wall|134|164|66|160|0|0|0
House wall|134|164|66|160|0|0|0
House wall|134|164|66|160|0|0|0
House wall|134|164|66|160|0|0|0
Window|134|164|66|160|0|0|0
Window|134|164|66|160|0|0|0
Burning glass|275|351|141|338|0|0|0
Castle wall|280|188|139|178|0|0|0
Castle wall|280|189|139|178|0|0|0
Burning glass|89|313|45|303|0|0|0
Burning glass|128|198|71|188|0|0|0
Burning glass|87|327|50|314|0|0|0
Castle wall|84|188|43|178|0|0|0
Castle wall|65|62|40|46|0|0|0
Castle wall|82|188|39|178|0|0|0
Burning glass|274|351|141|338|0|0|0
Castle wall|279|188|138|178|0|0|0
Window|151|188|75|178|0|0|0
Castle wall|152|188|75|178|0|0|0
Castle wall|88|188|43|178|0|0|0
Burning glass|163|405|76|340|0|0|0
Burning glass|163|404|76|340|0|0|0
Castle wall|86|224|39|200|0|0|0
Castle wall|100|240|48|207|0|0|0
Castle wall|163|304|77|239|0|0|0
Castle wall|162|304|77|239|0|0|0
Castle wall|166|304|80|239|0|0|0
Window|102|240|48|207|0|0|0
Castle wall|96|253|48|220|0|0|0
Castle wall|149|188|72|178|0|0|0
Castle wall|98|239|45|206|0|0|0
Castle bush|207|300|110|267|0|0|0
Castle bush|251|305|110|272|0|0|0
Castle bush|221|239|97|206|0|0|0
Castle bush|212|290|94|257|0|0|0
Castle bush|192|298|94|265|0|0|0
Castle bush|193|239|94|206|0|0|0
Castle bush|201|235|94|202|0|0|0
Wooden wall|86|164|42|153|0|0|0
Wooden wall|53|179|27|162|0|0|0
Tomb|172|134|85|86|0|0|0
Open tomb|172|134|85|86|0|0|0
Floor tile|114|42|56|22|0|0|0
Floor tile|114|42|56|22|0|0|0
Open Floor tile|160|67|101|47|0|0|0
Pedestal|40|74|19|65|0|0|0
Tomb|209|99|104|69|0|0|0
Open tomb|209|111|104|81|0|0|0
<UNKNOWN>|78|97|34|74|0|0|0
Statue|131|170|64|132|0|0|0
Pilar 436|99|162|49|140|0|0|0
Catacomb wall|99|185|49|163|0|0|0
Catacomb wall|31|98|65535|65|0|0|0
Catacomb door|81|185|31|163|0|0|0
Statue|131|201|64|163|0|0|0
Pilar|131|162|64|124|0|0|0
Catacomb wall|131|217|64|179|0|0|0
Catacomb wall|82|221|49|199|0|0|0
Catacomb fence|99|102|49|80|0|0|0
Catacomb wall|78|236|34|213|0|0|0
Catacomb wall|78|161|34|157|0|0|0
Pilar 447|99|209|49|187|0|0|0
Catacomb fence|99|102|49|80|0|0|0
Pilar 449|99|209|49|187|0|0|0
Catacomb wall|94|241|44|219|0|0|0
Catacomb wall|131|217|64|179|0|0|0
Catacomb fence|131|209|64|171|0|0|0
Small statue|136|217|64|179|0|0|0
Catacomb fence|131|134|64|96|0|0|0
Catacomb wall|131|217|64|179|0|0|0
Torch|131|217|64|179|0|0|0
<Holy water>|131|217|64|179|0|0|0
Catacomb wall|94|241|44|219|0|0|0
Broken pilar|55|56|24|45|0|0|0
Catacomb wall|126|273|59|235|0|0|0
Catacomb wall|126|273|59|235|0|0|0
Catacomb wall|99|185|49|163|0|0|0
Object 463|228|281|96|211|0|0|0
Small altar|136|217|64|179|0|0|0
<Essence of Lif|131|217|64|179|0|0|0
Catacomb fence|152|80|78|68|0|0|0
Catacomb fence|90|80|46|68|0|0|0
Pilar|62|162|34|150|0|0|0
Statue|154|131|78|120|0|0|0
Statue|154|156|78|144|0|0|0
Catacomb wall|155|162|78|150|0|0|0
<Holy water>|155|162|78|150|0|0|0
Catacomb wall|83|162|38|150|0|0|0
Object 474|302|180|161|150|0|0|0
Torch|155|162|78|150|0|0|0
Catacomb fence|154|162|78|150|0|0|0
Catacomb wall|86|159|46|151|0|0|0
Catacomb fence|62|79|35|68|0|0|0
Catacomb fence|154|80|78|68|0|0|0
Catacomb wall|51|83|24|49|0|0|0
Statue|161|166|84|150|0|0|0
<Essence of Lif|155|162|78|150|0|0|0
Catacomb wall|155|162|78|150|0|0|0
Catacomb fence|90|162|46|150|0|0|0
Catacomb wall|91|163|46|151|0|0|0
Catacomb fence|153|209|77|197|0|0|0
Catacomb fence|90|209|46|197|0|0|0
Pilar 488|62|209|34|197|0|0|0
<UNKNOWN>|117|35|61|28|0|0|0
Pilar 490|90|209|46|197|0|0|0
Catacomb wall|154|209|78|197|0|0|0
Catacomb wall|91|209|46|197|0|0|0
Catacomb wall|155|209|78|197|0|0|0
Catacomb wall|154|209|78|197|0|0|0
Wooden wall|46|170|25|156|0|0|0
Castle arc|286|262|142|249|0|0|0
Castle arc|286|262|142|249|0|0|0
Castle arc|286|262|142|249|0|0|0
Castle gate|286|263|142|249|0|0|0
Castle arc|286|262|142|249|0|0|0
Castle gate|286|107|142|95|0|0|0
Castle wall|48|156|25|143|0|0|0
Castle wall|51|176|24|163|0|0|0
Castle arc|167|378|79|313|0|0|0
Castle arc|167|378|79|313|0|0|0
Castle gate|167|378|79|313|0|0|0
Castle arc|153|357|76|303|0|0|0
Castle gate|167|224|79|159|0|0|0
Castle wall|48|172|29|155|0|0|0
Castle wall|51|175|11|176|0|0|0
Castle arc|159|388|79|323|0|0|0
Castle ar|281|262|137|249|0|0|0
Boulder13|232|151|109|112|0|0|0
Torture device|160|159|79|128|0|0|0
Rock wall|116|183|36|178|0|0|0
Door|71|122|45|138|0|0|0
<UNKNOWN>|38|12|27|35|0|0|0
Iron bars|70|62|45|58|0|0|0
Bloody rack|236|109|115|80|0|0|0
Stalactite|117|184|55|150|0|0|0
Stalactite|139|172|70|138|0|0|0
Rock wall|119|170|79|161|0|0|0
Rock wall|134|169|43|160|0|0|0
Rock wall|142|199|46|184|0|0|0
Rock wall|102|197|51|179|0|0|0
Rock wall|29|57|27|42|0|0|0
Door|34|120|19|135|0|0|0
Doort 528|34|81|19|141|0|0|0
<UNKNOWN>|28|41|16|141|0|0|0
Castle fence|155|259|69|244|0|0|0
Castle fence|166|259|80|244|0|0|0
Castle fence|197|255|111|240|0|0|0
Castle fence|155|224|69|210|0|0|0
Castle fence|157|230|71|210|0|0|0
Castle fence|155|258|69|242|0|0|0
Castle fence|196|251|110|240|0|0|0
Castle fence|155|217|69|210|0|0|0
Castle fence|160|227|76|210|0|0|0
Castle fence|152|251|69|239|0|0|0
Castle fence|112|310|44|277|0|0|0
Castle fence|89|277|44|244|0|0|0
Castle fence|89|274|44|241|0|0|0
Castle fence|57|265|17|236|0|0|0
Gate|120|285|48|296|0|0|0
Open gate|139|323|59|303|0|0|0
Open gate|70|339|23|319|0|0|0
Gate|122|285|56|296|0|0|0
Open gate|52|323|33|303|0|0|0
Open gate|68|340|46|320|0|0|0
Wooden table|116|66|56|54|0|0|0
Wooden table|122|88|61|65|0|0|0
Wooden table|87|73|42|57|0|0|0
Wooden table|81|69|40|55|0|0|0
Wooden table|102|88|50|65|0|0|0
Wooden table|116|66|56|54|0|0|0
Wooden table|116|66|56|54|0|0|0
Wooden table|100|76|47|59|0|0|0
Wooden table|116|66|58|53|0|0|0
Broken table|111|68|58|52|0|0|0
Broken table|114|71|59|55|0|0|0
Broken table|121|56|57|46|0|0|0
Broken table|123|66|58|51|0|0|0
Wooden table|87|73|42|57|0|0|0
Broken table|84|73|40|60|0|0|0
Broken table|91|73|48|54|0|0|0
Broken table|93|75|43|54|0|0|0
Wooden table|102|88|50|65|0|0|0
Broken table|100|90|47|68|0|0|0
Broken table|100|91|49|63|0|0|0
Wooden table|98|84|47|63|0|0|0
Broken table|96|85|45|65|0|0|0
Broken table|97|88|47|65|0|0|0
Wooden table|92|77|45|59|0|0|0
Broken table|90|79|42|61|0|0|0
Broken table|95|79|42|59|0|0|0
Broken table|95|80|47|58|0|0|0
Boulder77|235|110|116|65|0|0|0
Boulder78|147|81|74|46|0|0|0
Boulder79|104|82|51|57|0|0|0
Boulder80|89|78|44|51|0|0|0
Boulder81|126|83|62|47|0|0|0
Boulder82|120|114|60|75|0|0|0
Boulder83|130|90|63|59|0|0|0
Object 584|283|162|142|150|0|0|0
Catacomb wall|131|134|64|96|0|0|0
Catacomb wall|154|80|78|68|0|0|0
Catacomb wall|99|102|49|80|0|0|0
Catacomb wall|126|273|59|235|0|0|0
Catacomb wall|94|241|44|219|0|0|0
Catacomb wall|131|217|64|179|0|0|0
Catacomb wall|99|185|49|163|0|0|0
Catacomb wall|86|172|42|157|0|0|0
Catacomb wall|90|80|46|68|0|0|0
Catacomb wall|155|162|78|150|0|0|0
Catacomb wall|91|163|46|151|0|0|0
Catacomb wall|90|209|46|197|0|0|0
Catacomb wall|154|209|78|197|0|0|0
<Magic lightsou|86|81|43|71|0|0|0
Castle wall|304|269|150|257|0|0|0
Castle wall|304|269|150|257|0|0|0
Castle wall|304|269|150|257|0|0|0
Castle wall|304|269|150|257|0|0|0
Castle wall|304|273|150|257|0|0|0
Castle wall|304|269|150|257|0|0|0
Castle wall|304|269|150|257|0|0|0
Castle wall|304|319|150|257|0|0|0
Castle wall|304|319|150|257|0|0|0
Castle wall|304|319|150|257|0|0|0
Castle wall|304|325|150|257|0|0|0
Castle wall|312|276|150|264|0|0|0
Castle wall|181|376|94|311|0|0|0
Castle wall|220|379|113|314|0|0|0
Castle wall|302|279|148|267|0|0|0
Castle wall|168|382|81|317|0|0|0
Castle wall|291|269|137|257|0|0|0
Castle wall|214|376|108|311|0|0|0
Castle wall|319|276|148|264|0|0|0
Castle wall|319|279|148|264|0|0|0
Castle wall|200|376|94|311|0|0|0
Castle wall|200|376|94|311|0|0|0
Castle wall|168|344|73|300|0|0|0
Castle wall|188|379|81|314|0|0|0
Castle wall|164|345|72|289|0|0|0
Castle wall|188|379|81|314|0|0|0
Castle wall|203|379|81|314|0|0|0
Castle wall|244|379|81|314|0|0|0
Castle wall|236|397|81|314|0|0|0
Backpack|44|39|21|28|0|0|0
Green potion|14|25|6|21|0|0|0
Blue potion|14|25|6|21|0|0|0
Red potion|14|25|6|21|0|0|0
Yellow potion|14|25|6|21|0|0|0
Wooden shelfs|124|145|61|135|0|0|0
Wooden shelfs|84|149|39|137|0|0|0
Wooden shelfs|77|149|35|138|0|0|0
Wooden shelfs|124|145|60|135|0|0|0
Wooden shelfs|66|143|30|133|0|0|0
Wooden shelfs|74|139|36|131|0|0|0
Wooden shelfs|88|168|42|147|0|0|0
Wooden shelfs|88|168|41|148|0|0|0
Magic orb|18|18|7|14|0|0|0
Magic orb|18|18|7|14|0|0|0
Magic orb|18|18|7|14|0|0|0
Magic orb|18|18|7|14|0|0|0
Magic orb|18|18|7|14|0|0|0
Magic orb|18|18|7|14|0|0|0
Magic orb|18|18|7|14|0|0|0
Magic orb|18|18|7|14|0|0|0
Magic orb|18|18|7|14|0|0|0
Stone statue|48|140|25|129|0|0|0
Pilar|107|215|52|199|0|0|0
Pilar|94|225|43|209|0|0|0
Stone statue|49|138|26|127|0|0|0
Fireplace|278|212|139|178|0|0|0
Fireplace|159|125|84|113|0|0|0
Fireplace|159|125|84|113|0|0|0
Fireplace|159|125|84|113|0|0|0
Fireplace|159|125|84|113|0|0|0
Fireplace|159|125|84|113|0|0|0
Fireplace|159|125|84|113|0|0|0
Fireplace|159|125|84|113|0|0|0
Fireplace|159|125|84|113|0|0|0
Fireplace|159|125|84|113|0|0|0
Fireplace|159|125|84|113|0|0|0
Torch 665|27|73|16|69|0|0|0
Torch 666|27|74|16|70|0|0|0
Torch 667|27|71|16|67|0|0|0
Torch 668|26|70|16|66|0|0|0
Torch 669|27|72|16|68|0|0|0
Torch 670|27|71|16|67|0|0|0
Torch 671|27|74|16|70|0|0|0
Torch 672|27|74|16|70|0|0|0
Torch 673|27|73|16|69|0|0|0
Torch 674|27|73|16|69|0|0|0
Torch 675|24|50|16|46|0|0|0
Torch 676|21|66|9|63|0|0|0
Torch 677|21|67|9|64|0|0|0
Torch 678|21|66|9|63|0|0|0
Torch 679|21|63|9|60|0|0|0
Torch 680|21|66|9|63|0|0|0
Torch 681|21|65|9|62|0|0|0
Torch 682|21|70|9|67|0|0|0
Torch 683|21|69|9|66|0|0|0
Torch 684|21|64|9|61|0|0|0
Torch 685|20|67|8|64|0|0|0
Torch 686|18|45|6|43|0|0|0
Wooden chair|45|87|21|79|0|0|0
Easy-chair|65|85|34|71|0|0|0
Lamp|24|38|11|32|0|0|0
Lampt 690|22|38|10|32|0|0|0
Door|58|110|31|110|0|0|0
Unknown 1|58|64|31|63|0|0|0
Unknown 2|43|10|26|18|0|0|0
Door|19|113|0|107|0|0|0
Unknown 4|19|77|0|67|0|0|0
Unknown 5|19|37|0|28|0|0|0
Lever|69|80|28|60|0|0|0
Lever 698|69|92|28|60|0|0|0
Lever|37|51|17|35|0|0|0
